"status","code","msg","response__c","response__h","response__l","response__ch","response__cp","response__t","response__s","response__cty","response__ccy","response__exch","response__id","response__tm","info__exchanges","info__sectors","info__server_time","info__credit_count","info___t"
"","","","73.95","74.95","73.95","+0.85","1.16%","1611050272","ROYL","india","INR","BSE","65649","2021-01-19 09:57:52","","","","",""
"","","","370.00","372.60","365.60","+9.10","2.52%","1611050353","RPGL","india","INR","BSE","65650","2021-01-19 09:59:13","","","","",""
"","","","55.50","62.35","55.30","0.00","0%","1600336742","RPPI","india","INR","BSE","65651","2020-09-17 09:59:02","","","","",""
"","","","182.00","186.90","181.30","+0.55","0.3%","1611050086","RSPO","india","INR","BSE","65652","2021-01-19 09:54:46","","","","",""
"","","","98.50","101.40","97.50","+1.30","1.34%","1600422911","RSWM","india","INR","BSE","65653","2020-09-18 09:55:11","","","","",""
"","","","290.15","290.50","286.25","+8.15","2.89%","1611050396","RUCL","india","INR","BSE","65654","2021-01-19 09:59:56","","","","",""
"","","","85.60","87.30","84.10","-1.10","-1.27%","1600421879","RUSH","india","INR","BSE","65655","2020-09-18 09:37:59","","","","",""
"","","","371.00","390.20","363.30","-8.40","-2.21%","1611050368","SAEM","india","INR","BSE","65656","2021-01-19 09:59:28","","","","",""
"","","","6.15","6.36","6.10","+0.01","0.16%","1600423114","SAKE","india","INR","BSE","65657","2020-09-18 09:58:34","","","","",""
"","","","860.00","870.00","829.30","+39.25","4.78%","1611050363","SARE","india","INR","BSE","65658","2021-01-19 09:59:23","","","","",""
"","","","505.00","518.35","501.20","+5.10","1.02%","1611050381","SDCH","india","INR","BSE","65659","2021-01-19 09:59:41","","","","",""
"","","","400.40","404.15","400.00","-3.35","-0.83%","1600419910","SEAM","india","INR","BSE","65660","2020-09-18 09:05:10","","","","",""
"","","","62.00","63.00","60.15","+2.15","3.59%","1611050363","SFLG","india","INR","BSE","65661","2021-01-19 09:59:23","","","","",""
"","","","17.15","17.70","16.75","-0.35","-2%","1600423194","SHAU","india","INR","BSE","65662","2020-09-18 09:59:54","","","","",""
"","","","60.90","63.00","59.15","-0.10","-0.16%","1600423181","SHEM","india","INR","BSE","65663","2020-09-18 09:59:41","","","","",""
"","","","112.80","115.00","99.30","+12.25","12.18%","1611051000","SHLP","india","INR","BSE","65664","2021-01-19 10:10:00","","","","",""
"","","","395.75","395.75","395.75","+18.80","4.99%","1611050184","SHPU","india","INR","BSE","65665","2021-01-19 09:56:24","","","","",""
"","","","195.10","198.80","193.00","+6.95","3.69%","1611050051","SIYR","india","INR","BSE","65666","2021-01-19 09:54:11","","","","",""
"","","","51.80","54.95","51.55","-2.25","-4.16%","1600423099","SKIP","india","INR","BSE","65667","2020-09-18 09:58:19","","","","",""
"","","","470.50","494.00","468.65","+4.50","0.97%","1611050264","SMLI","india","INR","BSE","65668","2021-01-19 09:57:44","","","","",""
"","","","37.95","38.55","37.45","+0.95","2.57%","1611050394","SNGI","india","INR","BSE","65669","2021-01-19 09:59:54","","","","",""
"","","","112.00","114.90","110.00","+1.05","0.95%","1611050208","SNGM","india","INR","BSE","65670","2021-01-19 09:56:48","","","","",""
"","","","1.78","1.83","1.71","-0.01","-0.56%","1600423181","SNWR","india","INR","BSE","65671","2020-09-18 09:59:41","","","","",""
"","","","363.05","367.20","343.65","+21.60","6.33%","1611050251","SOCE","india","INR","BSE","65672","2021-01-19 09:57:31","","","","",""
"","","","93.80","96.65","93.30","-1.10","-1.16%","1611050322","JTEK","india","INR","BSE","65673","2021-01-19 09:58:42","","","","",""
"","","","129.85","132.05","127.40","+2.25","1.76%","1611050246","SPCH","india","INR","BSE","65674","2021-01-19 09:57:26","","","","",""
"","","","35.55","36.60","35.25","-0.95","-2.6%","1600422798","SPRE","india","INR","BSE","65675","2020-09-18 09:53:18","","","","",""
"","","","399.00","415.00","397.15","-4.65","-1.15%","1611050372","SPTL","india","INR","BSE","65676","2021-01-19 09:59:32","","","","",""
"","","","147.15","147.15","145.00","+3.85","2.69%","1611050356","SRIK","india","INR","BSE","65677","2021-01-19 09:59:16","","","","",""
"","","","152.85","152.85","149.00","+6.20","4.23%","1611050253","SSHA","india","INR","BSE","65678","2021-01-19 09:57:33","","","","",""
"","","","134.75","138.00","120.20","+12.55","10.27%","1611050396","SORI","india","INR","BSE","65679","2021-01-19 09:59:56","","","","",""
"","","","185.40","190.10","181.70","-2.25","-1.2%","1600423193","STTL","india","INR","BSE","65680","2020-09-18 09:59:53","","","","",""
"","","","612.40","622.95","604.50","+6.40","1.06%","1611050372","STWH","india","INR","BSE","65681","2021-01-19 09:59:32","","","","",""
"","","","331.10","335.50","324.00","+3.20","0.98%","1611049803","SUBR","india","INR","BSE","65682","2021-01-19 09:50:03","","","","",""
"","","","32.35","35.00","31.40","+0.15","0.47%","1607422200","SUBX","india","INR","BSE","65683","2020-12-08 10:10:00","","","","",""
"","","","210.75","212.20","205.00","+6.60","3.23%","1611050326","SUPE","india","INR","BSE","65684","2021-01-19 09:58:46","","","","",""
"","","","337.25","338.35","324.95","+11.25","3.45%","1611050362","SURR","india","INR","BSE","65685","2021-01-19 09:59:22","","","","",""
"","","","1365.00","1389.00","1356.00","+14.30","1.06%","1611050365","SWAR","india","INR","BSE","65686","2021-01-19 09:59:25","","","","",""
"","","","136.45","138.10","135.35","+0.75","0.55%","1611050398","TAJG","india","INR","BSE","65687","2021-01-19 09:59:58","","","","",""
"","","","60.85","61.65","59.90","+1.85","3.14%","1611050368","TAKE","india","INR","BSE","65688","2021-01-19 09:59:28","","","","",""
"","","","242.60","245.05","241.50","+1.55","0.64%","1611050169","TCIL","india","INR","BSE","65689","2021-01-19 09:56:09","","","","",""
"","","","113.30","114.50","112.00","+0.70","0.62%","1600422917","TDPS","india","INR","BSE","65690","2020-09-18 09:55:17","","","","",""
"","","","365.30","365.30","360.05","+5.45","1.51%","1600423076","TEIN","india","INR","BSE","65691","2020-09-18 09:57:56","","","","",""
"","","","53.00","53.70","51.95","+1.30","2.51%","1611050267","TFCI","india","INR","BSE","65692","2021-01-19 09:57:47","","","","",""
"","","","94.80","96.65","94.60","+0.65","0.69%","1611050371","THRM","india","INR","BSE","65693","2021-01-19 09:59:31","","","","",""
"","","","183.80","185.70","181.80","+4.20","2.34%","1611050397","TINP","india","INR","BSE","65694","2021-01-19 09:59:57","","","","",""
"","","","824.80","887.80","812.10","-10.40","-1.25%","1611051008","TMET","india","INR","BSE","65695","2021-01-19 10:10:08","","","","",""
"","","","745.40","764.95","741.15","-2.05","-0.27%","1611050390","TNSL","india","INR","BSE","65696","2021-01-19 09:59:50","","","","",""
"","","","41.00","42.35","40.35","-0.15","-0.36%","1611050225","TPL","india","INR","BSE","65697","2021-01-19 09:57:05","","","","",""
"","","","71.15","72.50","71.15","-0.25","-0.35%","1611050398","TREI","india","INR","BSE","65698","2021-01-19 09:59:58","","","","",""
"","","","15.14","15.60","15.09","+0.22","1.47%","1611051000","TRIE","india","INR","BSE","65699","2021-01-19 10:10:00","","","","",""
"","","","48.00","50.00","47.50","-1.10","-2.24%","1600423158","TRIG","india","INR","BSE","65700","2020-09-18 09:59:18","","","","",""
"","","","128.35","131.70","127.55","+1.30","1.02%","1611049979","TVEL","india","INR","BSE","65701","2021-01-19 09:52:59","","","","",""
"","","","1890.00","1905.00","1800.00","+92.15","5.13%","1611050249","TVSC","india","INR","BSE","65702","2021-01-19 09:57:29","","","","",""
"","","","244.65","248.35","241.30","+5.00","2.09%","1611050211","TVTO","india","INR","BSE","65703","2021-01-19 09:56:51","","","","",""
"","","","4.70","4.72","4.59","+0.20","4.44%","1600423186","UNIN","india","INR","BSE","65704","2020-09-18 09:59:46","","","","",""
"","","","140.05","141.65","135.00","+7.80","5.9%","1611050219","UNVR","india","INR","BSE","65705","2021-01-19 09:56:59","","","","",""
"","","","101.00","103.90","99.90","+1.90","1.92%","1611050164","UTSM","india","INR","BSE","65706","2021-01-19 09:56:04","","","","",""
"","","","14.15","14.40","13.80","+0.35","2.54%","1611050377","VASC","india","INR","BSE","65707","2021-01-19 09:59:37","","","","",""
"","","","793.40","801.15","793.40","-0.90","-0.11%","1611049898","VDLI","india","INR","BSE","65708","2021-01-19 09:51:38","","","","",""
"","","","1591.45","1609.15","1580.05","+16.25","1.03%","1611050364","VENK","india","INR","BSE","65709","2021-01-19 09:59:24","","","","",""
"","","","13.80","14.70","13.60","-0.10","-0.72%","1600420170","VIPL","india","INR","BSE","65710","2020-09-18 09:09:30","","","","",""
"","","","2434.75","2467.15","2428.30","+19.50","0.81%","1611050004","VMAR","india","INR","BSE","65711","2021-01-19 09:53:24","","","","",""
"","","","840.05","869.95","837.00","+25.70","3.16%","1611051000","VNDY","india","INR","BSE","65712","2021-01-19 10:10:00","","","","",""
"","","","1254.00","1274.45","1237.00","+15.30","1.24%","1611050254","VNTI","india","INR","BSE","65713","2021-01-19 09:57:34","","","","",""
"","","","1232.40","1244.50","1225.90","-11.40","-0.92%","1611050266","VOTL","india","INR","BSE","65714","2021-01-19 09:57:46","","","","",""
"","","","122.90","127.60","118.15","+1.35","1.11%","1611050284","VREL","india","INR","BSE","65715","2021-01-19 09:58:04","","","","",""
"","","","390.85","390.85","384.05","+7.80","2.04%","1611050312","VSKI","india","INR","BSE","65716","2021-01-19 09:58:32","","","","",""
"","","","1873.55","1890.75","1853.05","+28.55","1.55%","1611050126","VST","india","INR","BSE","65717","2021-01-19 09:55:26","","","","",""
"","","","67.15","68.55","67.15","-0.20","-0.3%","1611050054","WALC","india","INR","BSE","65718","2021-01-19 09:54:14","","","","",""
"","","","520.00","530.00","495.05","+14.65","2.9%","05:50:05","WEIM","india","INR","BSE","65719","2020-01-19 00:00:00","","","","",""
"","","","16.30","17.35","16.20","-0.60","-3.55%","1600419349","WIND","india","INR","BSE","65720","2020-09-18 08:55:49","","","","",""
"","","","187.70","190.10","185.15","+1.95","1.05%","1611050362","WSTC","india","INR","BSE","65721","2021-01-19 09:59:22","","","","",""
"","","","13.20","13.25","13.10","+0.20","1.54%","1611050341","ZEEE","india","INR","BSE","65722","2021-01-19 09:59:01","","","","",""
"","","","5.40","5.44","5.30","+0.03","0.56%","1611050379","ZEEN","india","INR","BSE","65723","2021-01-19 09:59:39","","","","",""
"","","","94.30","94.80","93.10","+1.85","2%","1611050184","ZETE","india","INR","BSE","65724","2021-01-19 09:56:24","","","","",""
"","","","99.85","102.35","98.70","+0.40","0.4%","1611050367","ZUAR","india","INR","BSE","65725","2021-01-19 09:59:27","","","","",""
"","","","50.30","51.40","50.30","-0.55","-1.08%","1600421024","ZURI","india","INR","BSE","65726","2020-09-18 09:23:44","","","","",""
"","","","388.50","402.00","382.25","+9.45","2.49%","1611050398","CROP","india","INR","BSE","65727","2021-01-19 09:59:58","","","","",""
"","","","122.10","122.50","120.00","+1.75","1.45%","1611050394","PAMF","india","INR","BSE","65728","2021-01-19 09:59:54","","","","",""
"","","","945.20","954.85","940.00","+0.70","0.07%","1611050349","THYO","india","INR","BSE","65729","2021-01-19 09:59:09","","","","",""
"","","","284.00","286.00","278.10","+3.90","1.39%","1611050362","UJVF","india","INR","BSE","65730","2021-01-19 09:59:22","","","","",""
"","","","50.70","51.30","47.10","+4.15","8.92%","1611050256","MAXV","india","INR","BSE","65731","2021-01-19 09:57:36","","","","",""
"","","","1078.00","1080.00","1048.30","+33.55","3.21%","1611050389","MGAS","india","INR","BSE","65732","2021-01-19 09:59:49","","","","",""
"","","","68.45","74.80","68.10","+0.00","0%","1591869596","MAID","india","INR","BSE","65733","2020-06-11 09:59:56","","","","",""
"","","","573.60","607.00","572.20","-13.85","-2.36%","1611050291","QUEC","india","INR","BSE","65734","2021-01-19 09:58:11","","","","",""
"","","","4098.00","4168.00","3814.80","+82.40","2.05%","1611050391","LRTI","india","INR","BSE","65735","2021-01-19 09:59:51","","","","",""
"","","","320.15","325.00","316.00","+4.55","1.44%","1611050379","ADEN","india","INR","BSE","65736","2021-01-19 09:59:39","","","","",""
"","","","352.10","352.15","350.00","+2.10","0.6%","1600414870","PRAH","india","INR","BSE","65737","2020-09-18 07:41:10","","","","",""
"","","","419.95","424.15","416.00","+4.95","1.19%","1611050396","DIBL","india","INR","BSE","65738","2021-01-19 09:59:56","","","","",""
"","","","74.15","74.80","73.85","+0.20","0.27%","1611050388","FRTL","india","INR","BSE","65739","2021-01-19 09:59:48","","","","",""
"","","","25.00","25.05","22.75","+1.10","4.6%","05:59:52","ADPE","india","INR","BSE","65740","2020-01-19 00:00:00","","","","",""
"","","","448.00","448.20","444.05","+4.95","1.12%","1611049521","ALBD","india","INR","BSE","65741","2021-01-19 09:45:21","","","","",""
"","","","712.80","745.10","712.80","-20.20","-2.76%","1611050397","AOLL","india","INR","BSE","65742","2021-01-19 09:59:57","","","","",""
"","","","320.30","325.50","317.00","+1.75","0.55%","1611050349","ASAL","india","INR","BSE","65743","2021-01-19 09:59:09","","","","",""
"","","","39.60","40.40","39.05","+0.60","1.54%","1611050299","CONF","india","INR","BSE","65744","2021-01-19 09:58:19","","","","",""
"","","","403.00","405.00","399.00","+4.30","1.08%","1611050094","DFMF","india","INR","BSE","65745","2021-01-19 09:54:54","","","","",""
"","","","300.00","303.80","296.25","+0.70","0.23%","1611050341","FERM","india","INR","BSE","65746","2021-01-19 09:59:01","","","","",""
"","","","59.65","61.85","59.65","-0.25","-0.42%","1611050354","DOLA","india","INR","BSE","65747","2021-01-19 09:59:14","","","","",""
"","","","1376.00","1407.30","1366.00","+4.95","0.36%","1611050371","FORC","india","INR","BSE","65748","2021-01-19 09:59:31","","","","",""
"","","","3770.90","3793.45","3740.15","+47.30","1.27%","1611050378","GMMP","india","INR","BSE","65749","2021-01-19 09:59:38","","","","",""
"","","","43.30","43.65","42.55","+0.60","1.41%","1611051001","GRWN","india","INR","BSE","65750","2021-01-19 10:10:01","","","","",""
"","","","55.85","55.85","46.60","+9.30","19.98%","1592560380","JUMP","india","INR","BSE","65751","2020-06-19 09:53:00","","","","",""
"","","","366.00","369.95","356.20","+12.15","3.43%","1611050398","ISGE","india","INR","BSE","65752","2021-01-19 09:59:58","","","","",""
"","","","919.35","930.85","910.00","+21.85","2.43%","1611049952","KENI","india","INR","BSE","65753","2021-01-19 09:52:32","","","","",""
"","","","85.15","87.00","82.55","+0.30","0.35%","1600422980","KRFI","india","INR","BSE","65754","2020-09-18 09:56:20","","","","",""
"","","","481.00","485.00","444.00","+37.65","8.49%","1611050393","MANG","india","INR","BSE","65755","2021-01-19 09:59:53","","","","",""
"","","","398.10","408.75","390.10","-2.45","-0.61%","1600422827","MEBI","india","INR","BSE","65756","2020-09-18 09:53:47","","","","",""
"","","","220.05","224.70","219.00","+2.00","0.92%","1611050332","NRAI","india","INR","BSE","65757","2021-01-19 09:58:52","","","","",""
"","","","1976.90","1988.00","1890.00","+76.40","4.02%","1611051007","NTPR","india","INR","BSE","65758","2021-01-19 10:10:07","","","","",""
"","","","57.10","61.40","57.10","-3.00","-4.99%","1600422867","OPTI","india","INR","BSE","65759","2020-09-18 09:54:27","","","","",""
"","","","937.00","939.90","912.50","+19.45","2.12%","1611050397","APOT","india","INR","BSE","65760","2021-01-19 09:59:57","","","","",""
"","","","203.50","212.00","194.10","+0.15","0.07%","1611050364","POKR","india","INR","BSE","65761","2021-01-19 09:59:24","","","","",""
"","","","254.30","255.05","245.75","+9.95","4.07%","1611050391","RATB","india","INR","BSE","65762","2021-01-19 09:59:51","","","","",""
"","","","27.20","27.20","24.75","+2.45","9.9%","1600422578","SADH","india","INR","BSE","65763","2020-09-18 09:49:38","","","","",""
"","","","565.00","574.50","543.65","+26.70","4.96%","1611050388","SAFA","india","INR","BSE","65764","2021-01-19 09:59:48","","","","",""
"","","","72.55","72.55","68.50","+3.45","4.99%","1600422463","SEYA","india","INR","BSE","65765","2020-09-18 09:47:43","","","","",""
"","","","11.10","11.75","10.51","-0.32","-2.8%","1600423183","SHIV","india","INR","BSE","65766","2020-09-18 09:59:43","","","","",""
"","","","23.45","23.55","23.20","+0.15","0.64%","1600423174","TGVS","india","INR","BSE","65767","2020-09-18 09:59:34","","","","",""
"","","","1159.90","1177.00","1135.00","+20.70","1.82%","1611050372","SUMG","india","INR","BSE","65768","2021-01-19 09:59:32","","","","",""
"","","","12004.75","12004.75","11800.00","+182.95","1.55%","1611050391","TABE","india","INR","BSE","65769","2021-01-19 09:59:51","","","","",""
"","","","1645.05","1682.80","1645.05","-9.60","-0.58%","1611050387","TSPK","india","INR","BSE","65770","2021-01-19 09:59:47","","","","",""
"","","","305.20","305.20","303.20","+3.15","1.04%","1600423189","VIFA","india","INR","BSE","65771","2020-09-18 09:59:49","","","","",""
"","","","440.00","447.00","430.00","+1.70","0.39%","1600423143","WRTH","india","INR","BSE","65772","2020-09-18 09:59:03","","","","",""
"","","","120.35","121.90","119.25","+0.55","0.46%","1611050368","WTRB","india","INR","BSE","65773","2021-01-19 09:59:28","","","","",""
"","","","489.65","497.90","475.00","+4.60","0.95%","1600423169","YUKE","india","INR","BSE","65774","2020-09-18 09:59:29","","","","",""
"","","","106.90","110.80","106.00","+0.60","0.56%","1611050359","BLSN","india","INR","BSE","65775","2021-01-19 09:59:19","","","","",""
"","","","369.05","370.80","361.30","+14.65","4.13%","1611050361","GNAA","india","INR","BSE","65776","2021-01-19 09:59:21","","","","",""
"","","","515.00","518.20","509.10","+8.00","1.58%","1611050379","ICIR","india","INR","BSE","65777","2021-01-19 09:59:39","","","","",""
"","","","2582.00","2624.00","2378.50","+206.05","8.67%","1611050395","LTEH","india","INR","BSE","65778","2021-01-19 09:59:55","","","","",""
"","","","34.50","34.90","34.20","-0.30","-0.86%","1600422929","HPLE","india","INR","BSE","65779","2020-09-18 09:55:29","","","","",""
"","","","1320.50","1332.40","1300.15","+17.25","1.32%","1611050233","ENDU","india","INR","BSE","65780","2021-01-19 09:57:13","","","","",""
"","","","356.00","361.50","348.35","+4.95","1.41%","1611050377","PNBH","india","INR","BSE","65781","2021-01-19 09:59:37","","","","",""
"","","","876.00","898.00","868.20","+0.20","0.02%","1611050378","VARB","india","INR","BSE","65782","2021-01-19 09:59:38","","","","",""
"","","","363.70","365.00","358.55","+7.80","2.19%","1611050392","LAUL","india","INR","BSE","65783","2021-01-19 09:59:52","","","","",""
"","","","2040.55","2050.00","1951.00","+112.25","5.82%","1611050241","SHEF","india","INR","BSE","65784","2021-01-19 09:57:21","","","","",""
"","","","932.85","942.30","914.15","+15.60","1.7%","1611050259","TCIE","india","INR","BSE","65785","2021-01-19 09:57:39","","","","",""
"","","","2783.10","2818.00","2750.00","+39.65","1.45%","1611050393","AVEU","india","INR","BSE","65786","2021-01-19 09:59:53","","","","",""
"","","","23.05","23.70","23.00","-0.15","-0.65%","1611050180","MUSI","india","INR","BSE","65787","2021-01-19 09:56:20","","","","",""
"","","","346.50","349.95","343.55","+4.35","1.27%","1611050351","SHAB","india","INR","BSE","65788","2021-01-19 09:59:11","","","","",""
"","","","72.30","74.95","72.25","-3.10","-4.11%","1600423016","SCHA","india","INR","BSE","65789","2020-09-18 09:56:56","","","","",""
"","","","44.35","45.20","43.30","+1.15","2.66%","1611050389","HUDC","india","INR","BSE","65790","2021-01-19 09:59:49","","","","",""
"","","","410.00","420.35","408.00","-1.30","-0.32%","1611050379","PSPP","india","INR","BSE","65791","2021-01-19 09:59:39","","","","",""
"","","","617.60","634.00","611.00","+6.70","1.1%","1611050350","ERIS","india","INR","BSE","65792","2021-01-19 09:59:10","","","","",""
"","","","137.75","137.75","135.20","+6.55","4.99%","1611050028","TEJS","india","INR","BSE","65793","2021-01-19 09:53:48","","","","",""
"","","","900.05","908.00","893.65","+12.90","1.45%","1611050329","AUFI","india","INR","BSE","65794","2021-01-19 09:58:49","","","","",""
"","","","101.95","103.65","101.45","+0.70","0.69%","1611050398","STAT","india","INR","BSE","65795","2021-01-19 09:59:58","","","","",""
"","","","212.70","218.70","212.70","+3.30","1.58%","1611050387","AVAD","india","INR","BSE","65796","2021-01-19 09:59:47","","","","",""
"","","","266.80","276.20","262.00","+0.20","0.08%","1611050310","SALA","india","INR","BSE","65797","2021-01-19 09:58:30","","","","",""
"","","","2.38","2.41","2.37","0.00","0%","1600422502","SINT","india","INR","BSE","65798","2020-09-18 09:48:22","","","","",""
"","","","297.20","300.40","296.80","-0.60","-0.2%","1611050329","APEX","india","INR","BSE","65799","2021-01-19 09:58:49","","","","",""
"","","","90.55","92.10","90.10","+1.15","1.29%","1611050397","ADTB","india","INR","BSE","65800","2021-01-19 09:59:57","","","","",""
"","","","366.10","369.30","364.30","+1.25","0.34%","1611050221","COCH","india","INR","BSE","65801","2021-01-19 09:57:01","","","","",""
"","","","123.50","130.15","123.50","-4.65","-3.63%","1600422713","KIOC","india","INR","BSE","65802","2020-09-18 09:51:53","","","","",""
"","","","413.55","416.40","411.25","+4.60","1.12%","1611050394","SECR","india","INR","BSE","65803","2021-01-19 09:59:54","","","","",""
"","","","171.50","175.25","171.00","+1.25","0.73%","1611050224","CAPE","india","INR","BSE","65804","2021-01-19 09:57:04","","","","",""
"","","","15257.50","15599.00","15174.00","-38.75","-0.25%","1611050390","DIXO","india","INR","BSE","65805","2021-01-19 09:59:50","","","","",""
"","","","1517.15","1559.00","1505.00","-7.70","-0.5%","1611050386","ICIL","india","INR","BSE","65806","2021-01-19 09:59:46","","","","",""
"","","","1.94","1.97","1.90","-0.02","-1.02%","1600423179","RLIC","india","INR","BSE","65807","2020-09-18 09:59:39","","","","",""
"","","","903.70","917.90","891.50","+10.85","1.22%","1611050399","SBIL","india","INR","BSE","65808","2021-01-19 09:59:59","","","","",""
"","","","680.00","695.05","667.15","-6.95","-1.01%","1611049595","PRAT","india","INR","BSE","65809","2021-01-19 09:46:35","","","","",""
"","","","543.30","547.85","538.05","+4.60","0.85%","1611049943","GODE","india","INR","BSE","65810","2021-01-19 09:52:23","","","","",""
"","","","143.00","145.50","139.25","+3.95","2.84%","1611050397","DSHM","india","INR","BSE","65811","2021-01-19 09:59:57","","","","",""
"","","","889.35","908.05","874.50","+16.60","1.9%","1611050004","MASF","india","INR","BSE","65812","2021-01-19 09:53:24","","","","",""
"","","","139.70","141.75","138.55","+1.10","0.79%","1611050207","GENA","india","INR","BSE","65813","2021-01-19 09:56:47","","","","",""
"","","","244.05","244.05","235.30","+4.25","1.77%","1611050362","IIAN","india","INR","BSE","65814","2021-01-19 09:59:22","","","","",""
"","","","338.65","342.00","333.70","+3.90","1.17%","1611050355","RELL","india","INR","BSE","65815","2021-01-19 09:59:15","","","","",""
"","","","135.65","136.95","129.95","+4.85","3.71%","1611050398","THEE","india","INR","BSE","65816","2021-01-19 09:59:58","","","","",""
"","","","437.25","437.25","422.80","+23.55","5.69%","1611050276","MALO","india","INR","BSE","65817","2021-01-19 09:57:56","","","","",""
"","","","698.00","701.60","694.00","+4.40","0.63%","1611050395","HDFL","india","INR","BSE","65818","2021-01-19 09:59:55","","","","",""
"","","","129.05","132.30","127.75","+2.50","1.98%","1611050373","KHAD","india","INR","BSE","65819","2021-01-19 09:59:33","","","","",""
"","","","850.00","850.00","821.90","+28.60","3.48%","1611050325","TBEI","india","INR","BSE","65820","2021-01-19 09:58:45","","","","",""
"","","","95.30","96.00","94.55","+0.30","0.32%","1611050394","FUTE","india","INR","BSE","65821","2021-01-19 09:59:54","","","","",""
"","","","113.50","115.40","112.80","+1.25","1.11%","1611050378","SHAY","india","INR","BSE","65822","2021-01-19 09:59:38","","","","",""
"","","","43.15","48.65","40.15","-5.60","-11.49%","1611050383","ASTO","india","INR","BSE","65823","2021-01-19 09:59:43","","","","",""
"","","","136.95","140.65","136.35","+2.85","2.13%","1611050383","APLL","india","INR","BSE","65824","2021-01-19 09:59:43","","","","",""
"","","","2144.00","2174.20","2086.00","+35.25","1.67%","1611050376","GALX","india","INR","BSE","65825","2021-01-19 09:59:36","","","","",""
"","","","2549.00","2628.30","2541.50","+6.90","0.27%","1611050366","AMBE","india","INR","BSE","65826","2021-01-19 09:59:26","","","","",""
"","","","310.00","310.95","302.65","+9.50","3.16%","1611050392","NEWG","india","INR","BSE","65827","2021-01-19 09:59:52","","","","",""
"","","","161.15","162.30","160.10","+1.60","1%","1611049618","ATRD","india","INR","BSE","65828","2021-01-19 09:46:58","","","","",""
"","","","224.90","228.35","224.70","+0.05","0.02%","1611050372","HGIN","india","INR","BSE","65829","2021-01-19 09:59:32","","","","",""
"","","","969.90","988.30","966.20","+7.75","0.81%","1611050398","HIAE","india","INR","BSE","65830","2021-01-19 09:59:58","","","","",""
"","","","362.30","364.45","353.00","+6.30","1.77%","1611051000","BANH","india","INR","BSE","65831","2021-01-19 10:10:00","","","","",""
"","","","342.25","342.70","335.00","+10.25","3.09%","1611050385","BARA","india","INR","BSE","65832","2021-01-19 09:59:45","","","","",""
"","","","198.95","199.60","193.40","+4.35","2.24%","1611051000","MISR","india","INR","BSE","65833","2021-01-19 10:10:00","","","","",""
"","","","241.00","247.95","241.00","-5.65","-2.29%","1600422600","SNTL","india","INR","BSE","65834","2020-09-18 09:50:00","","","","",""
"","","","436.10","436.10","425.05","+8.85","2.07%","1611050385","ICCI","india","INR","BSE","65835","2021-01-19 09:59:45","","","","",""
"","","","40.70","41.00","40.00","+0.45","1.12%","1611050395","LEMO","india","INR","BSE","65836","2021-01-19 09:59:55","","","","",""
"","","","320.40","325.55","319.95","+2.00","0.63%","1611050060","INAC","india","INR","BSE","65837","2021-01-19 09:54:20","","","","",""
"","","","419.80","424.05","419.15","+2.90","0.7%","1611050395","VARE","india","INR","BSE","65838","2021-01-19 09:59:55","","","","",""
"","","","2479.05","2493.85","2440.00","+52.60","2.17%","1611049800","FINO","india","INR","BSE","65839","2021-01-19 09:50:00","","","","",""
"","","","262.40","262.40","259.75","+3.15","1.22%","1611050395","RITS","india","INR","BSE","65840","2021-01-19 09:59:55","","","","",""
"","","","1001.10","1001.10","965.65","+47.65","5%","1611050398","ADNA","india","INR","BSE","65841","2021-01-19 09:59:58","","","","",""
"","","","1208.75","1241.00","1194.95","+15.60","1.31%","1611050327","SOLA","india","INR","BSE","65842","2021-01-19 09:58:47","","","","",""
"","","","1.05","1.06","1.05","+0.04","3.96%","05:59:09","TLWA","india","INR","BSE","65843","2020-01-19 00:00:00","","","","",""
"","","","229.70","237.20","227.50","+1.55","0.68%","1611050394","ONTE","india","INR","BSE","65844","2021-01-19 09:59:54","","","","",""
"","","","414.30","428.95","414.15","-6.45","-1.53%","1611050113","TCNS","india","INR","BSE","65845","2021-01-19 09:55:13","","","","",""
"","","","3203.50","3223.25","3162.10","+23.75","0.75%","1611050360","HDFA","india","INR","BSE","65846","2021-01-19 09:59:20","","","","",""
"","","","752.40","767.00","740.65","+3.00","0.4%","1611050344","CRDE","india","INR","BSE","65847","2021-01-19 09:59:04","","","","",""
"","","","89.30","90.35","88.80","+0.20","0.22%","1611050392","IRCN","india","INR","BSE","65848","2021-01-19 09:59:52","","","","",""
"","","","192.50","197.25","191.70","+1.10","0.57%","1611050346","GRSE","india","INR","BSE","65849","2021-01-19 09:59:06","","","","",""
"","","","1910.90","1960.00","1881.00","-14.20","-0.74%","1611050397","AVAS","india","INR","BSE","65850","2021-01-19 09:59:57","","","","",""
"","","","357.65","360.50","350.10","+7.60","2.17%","1611050340","ADAG","india","INR","BSE","65851","2021-01-19 09:59:00","","","","",""
"","","","82.95","84.10","80.20","+2.20","2.72%","1611051000","SPEN","india","INR","BSE","65852","2021-01-19 10:10:00","","","","",""
"","","","310.35","316.00","300.05","+6.60","2.17%","1611049618","CESV","india","INR","BSE","65853","2021-01-19 09:46:58","","","","",""
"","","","175.30","176.90","173.50","+2.75","1.59%","1611050319","CHAL","india","INR","BSE","65854","2021-01-19 09:58:39","","","","",""
